trial_id,pair_id,condition,target_word,clue_giver_id,attempt_idx,n_attempts,start,end,duration,n_points,dt,trial_threshold,trial_recurrence_rate,RR,DET,LAM,L_MAX
116_216_39_1_20250116_103539_birthday_ground,116_216,ground,birthday,116,1,4,0.88,8.88,8.0,240,0.0333,0.0949,0.07,0.0518,0.1924,0.3019,0.2667
116_216_39_1_20250116_103539_birthday_ground,116_216,ground,birthday,116,2,4,13.88,14.88,1.0,30,0.0333,0.0949,0.07,0.08,0.0,0.0278,0.0
116_216_39_1_20250116_103539_birthday_ground,116_216,ground,birthday,116,3,4,24.88,29.88,5.0,150,0.0333,0.0949,0.07,0.1249,0.2868,0.3484,0.1333
116_216_39_1_20250116_103539_birthday_ground,116_216,ground,birthday,116,4,4,30.88,34.88,4.0,120,0.0333,0.0949,0.07,0.0871,0.1627,0.236,0.1
116_216_41_1_20250116_103635_soda_ground,116_216,ground,soda,116,1,5,1.07,10.57,9.5,285,0.0333,0.0759,0.07,0.1141,0.5441,0.6562,0.7667
116_216_41_1_20250116_103635_soda_ground,116_216,ground,soda,116,2,5,13.57,14.57,1.0,30,0.0333,0.0759,0.07,0.1711,0.4416,0.6234,0.1333
116_216_41_1_20250116_103635_soda_ground,116_216,ground,soda,116,3,5,19.57,21.57,2.0,60,0.0333,0.0759,0.07,0.0756,0.2721,0.3897,0.1
116_216_41_1_20250116_103635_soda_ground,116_216,ground,soda,116,4,5,37.39,43.39,6.0,180,0.0333,0.0759,0.07,0.0796,0.3,0.3942,0.2
116_216_41_1_20250116_103635_soda_ground,116_216,ground,soda,116,5,5,44.39,45.39,1.0,30,0.0333,0.0759,0.07,0.0711,0.1875,0.5,0.0667
116_216_42_1_20250116_103705_exam_ground,116_216,ground,exam,116,1,3,0.94,13.62,12.68,380,0.0333,0.0848,0.07,0.0606,0.3369,0.4928,0.5
116_216_42_1_20250116_103705_exam_ground,116_216,ground,exam,116,2,3,13.62,20.98,7.36,221,0.0333,0.0848,0.07,0.0822,0.2166,0.3515,0.1667
116_216_42_1_20250116_103705_exam_ground,116_216,ground,exam,116,3,3,20.98,27.5,6.52,196,0.0333,0.0848,0.07,0.0862,0.3106,0.471,0.1667
116_216_45_1_20250116_103813_gravy_board,116_216,board,gravy,216,1,1,1.07,24.85,23.78,710,0.0333,0.0234,0.07,0.0686,0.413,0.5204,0.3667
116_216_46_1_20250116_103828_cherry_board,116_216,board,cherry,216,1,1,0.66,14.66,14.0,420,0.0333,0.0554,0.07,0.0699,0.5178,0.6464,0.6
116_216_47_1_20250116_103841_sushi_board,116_216,board,sushi,216,1,1,1.07,8.79,7.72,231,0.0333,0.0488,0.07,0.0556,0.1792,0.2846,0.1333
116_216_48_1_20250116_103854_river_board,116_216,board,river,216,1,1,0.82,12.79,11.97,333,0.0333,0.0476,0.07,0.0695,0.4539,0.5865,0.2667
116_216_49_1_20250116_103913_blanket_board,116_216,board,blanket,216,1,2,1.14,15.14,14.0,420,0.0333,0.0726,0.07,0.0804,0.3175,0.4117,0.3
116_216_49_1_20250116_103913_blanket_board,116_216,board,blanket,216,2,2,15.14,18.14,3.0,90,0.0333,0.0726,0.07,0.0832,0.2285,0.4421,0.1
116_216_50_1_20250116_103951_spinach_board,116_216,board,spinach,216,1,2,1.07,21.45,20.38,611,0.0333,0.0399,0.07,0.1022,0.5656,0.7126,0.4333
116_216_50_1_20250116_103951_spinach_board,116_216,board,spinach,216,2,2,21.45,36.38,14.93,448,0.0333,0.0399,0.07,0.0518,0.3686,0.5148,0.3333
116_216_51_1_20250116_104027_movie_board,116_216,board,movie,216,1,2,1.07,13.81,12.74,382,0.0333,0.0266,0.07,0.1611,0.5687,0.7148,0.3333
116_216_51_1_20250116_104027_movie_board,116_216,board,movie,216,2,2,20.76,34.8,14.04,409,0.0333,0.0266,0.07,0.0188,0.094,0.2067,0.1333
116_216_52_1_20250116_104050_christmas_board,116_216,board,christmas,216,1,1,0.72,21.91,21.19,634,0.0333,0.0576,0.07,0.0747,0.3017,0.4369,0.2667
116_216_53_1_20250116_104129_trumpet_board,116_216,board,trumpet,216,1,1,1.17,38.62,37.45,1102,0.0333,0.0316,0.07,0.0702,0.3907,0.5302,0.3
116_216_54_1_20250116_104150_balloon_board,116_216,board,balloon,216,1,1,0.88,19.46,18.58,557,0.0333,0.0342,0.07,0.0795,0.404,0.5662,0.2667
